80000	"Neoplasm, benign"
84503	Papillary cystadenocarcinoma NOS
84513	"Papillary cystadenoma, borderline malignancy"
84521	Papillary cystic tumour
84600	Papillary serous cystadenoma NOS
84603	Papillary serous cystadenocarcinoma
84610	Serous surface papilloma
84613	Serous surface papillary carcinoma
84623	"Papillary serous cystadenoma, borderline malignancy"
84700	Mucinous cystadenoma NOS
84703	Mucinous cystadenocarcinoma NOS
84710	Papillary mucinous cystadenoma NOS
84713	Papillary mucinous cystadenocarcinoma
84723	"Mucinous cystadenoma, borderline malignancy"
84733	"Papillary mucinous cystadenoma, borderline malignancy"
84800	Mucinous adenoma
84803	Mucinous adenocarcinoma
84806	"Mucinous adenocarcinoma, metastatic [Pseudomyxoma peritonei]"
84813	Mucin-producing adenocarcinoma
84903	Signet ring cell carcinoma
84906	Metastatic signet ring cell carcinoma
85002	"Intraductal carcinoma, noninfiltrating NOS"
85003	Infiltrating duct carcinoma
85012	"Comedocarcinoma, noninfiltrating"
85013	Comedocarcinoma NOS
85023	Juvenile carcinoma of breast
85030	Intraductal papilloma
85032	Noninfiltrating intraductal papillary adenocarcinoma
85033	Intraductal papillary adenocarcinoma with invasion
85040	Intracystic papillary adenoma
85042	Noninfiltrating intracystic carcinoma
85043	Intracystic carcinoma NOS
85050	Intraductal papillomatosis NOS
85060	Adenoma of nipple
85103	Medullary carcinoma NOS
85113	Medullary carcinoma with amyloid stroma
85123	Medullary carcinoma with lymphoid stroma
85202	Lobular carcinoma in situ
85203	Lobular carcinoma NOS
85213	Infiltrating ductular carcinoma
85222	Intraductal carcinoma and lobular carcinoma in situ
85223	Infiltrating duct and lobular carcinoma
85303	Inflammatory carcinoma
85403	"Paget's disease, mammary"
85413	Paget's disease and infiltrating duct carcinoma of breast
85423	"Paget's disease, extramammary"
85433	Paget's disease and intraductal carcinoma of breast
85500	Acinar cell adenoma
85501	Acinar cell tumour
85503	Acinar cell carcinoma
85603	Adenosquamous carcinoma
85610	Adenolymphoma
85623	Epithelial-myoepithelial carcinoma
85703	Adenocarcinoma with squamous metaplasia
85713	Adenocarcinoma with cartilaginous and osseous metaplasia
85723	Adenocarcinoma with spindle cell metaplasia
85733	Adenocarcinoma with apocrine metaplasia
85800	"Thymoma, benign"
85803	"Thymoma, malignant"
85901	Sex cord-stromal tumour
86000	Thecoma NOS
86003	"Thecoma, malignant"
86010	"Thecoma, luteinized"
86020	Sclerosing stromal tumour
86100	Luteoma NOS
86201	Granulosa cell tumour NOS
86203	"Granulosa cell tumour, malignant"
86211	Granulosa cell-theca cell tumour
86221	Juvenile granulosa cell tumour
86231	Sex cord tumour with annular tubules
86300	"Androblastoma, benign"
86301	Androblastoma NOS
86303	"Androblastoma, malignant"
86310	Sertoli-Leydig cell tumour
86321	Gynandroblastoma
86400	Sertoli cell tumour NOS
86403	Sertoli cell carcinoma
86410	Sertoli cell tumour with lipid storage
86500	"Leydig cell tumour, benign"
86501	Leydig cell tumour NOS
86503	"Leydig cell tumour, malignant"
86600	Hilus cell tumour
86700	Lipid cell tumour of ovary
86710	Adrenal rest tumour
86801	Paraganglioma NOS
86803	"Paraganglioma, malignant"
86811	Sympathetic paraganglioma
86821	Parasympathetic paraganglioma
86830	Gangliocytic paraganglioma
86901	Glomus jugulare tumour
86911	Aortic body tumour
86921	Carotid body tumour
86931	Extra-adrenal paraganglioma NOS
86933	"Extra-adrenal paraganglioma, malignant"
87000	Phaeochromocytoma NOS
87003	"Phaeochromocytoma, malignant"
87103	Glomangiosarcoma
87110	Glomus tumour
87120	Glomangioma
87130	Glomangiomyoma
87200	Pigmented naevus NOS
87202	Melanoma in situ
87203	Malignant melanoma NOS
87213	Nodular melanoma
87220	Balloon cell naevus
87223	Balloon cell melanoma
87230	Halo naevus
87233	"Malignant melanoma, regressing"
87240	Fibrous papule of nose
87250	Neuronaevus
87260	Magnocellular naevus
87270	Dysplastic naevus
87300	Nonpigmented naevus
87303	Amelanotic melanoma
87400	Junctional naevus NOS
87403	Malignant melanoma in junctional naevus
87412	Precancerous melanosis NOS
87413	Malignant melanoma in precancerous melanosis
87422	Hutchinson's melanotic freckle NOS
87423	Malignant melanoma in Hutchinson's melanotic freckle
87433	Superficial spreading melanoma
87443	"Acral lentiginous melanoma, malignant"
87453	"Desmoplastic melanoma, malignant"
87500	Intradermal naevus
87600	Compound naevus
87611	Giant pigmented naevus NOS
87613	Malignant melanoma in giant pigmented naevus
87700	Epithelioid and spindle cell naevus
87703	Mixed epithelioid and spindle cell melanoma
87710	Epithelioid cell naevus
87713	Epithelioid cell melanoma
87720	Spindle cell naevus
87723	Spindle cell melanoma NOS
87733	"Spindle cell melanoma, type A"
87743	"Spindle cell melanoma, type B"
87800	Blue naevus NOS
87803	"Blue naevus, malignant"
87900	Cellular blue naevus
88000	"Soft tissue tumour, benign"
88003	Sarcoma NOS
88006	Sarcomatosis NOS
88013	Spindle cell sarcoma
88023	Giant cell sarcoma
88033	Small cell sarcoma
88043	Epithelioid sarcoma
88100	Fibroma NOS
88103	Fibrosarcoma NOS
88110	Fibromyxoma
88113	Fibromyxosarcoma
88120	Periosteal fibroma
88123	Periosteal fibrosarcoma
88130	Fascial fibroma
88133	Fascial fibrosarcoma
88143	Infantile fibrosarcoma
88200	Elastofibroma
88211	Aggressive fibromatosis
88221	Abdominal fibromatosis
88231	Desmoplastic fibroma
88241	Myofibromatosis
88300	Fibrous histiocytoma NOS
88301	Atypical fibrous histiocytoma
88303	"Fibrous histiocytoma, malignant"
88320	Dermatofibroma NOS
88323	Dermatofibrosarcoma NOS
88333	Pigmented dermatofibrosarcoma protuberans
88400	Myxoma NOS
88403	Myxosarcoma
88411	Angiomyxoma
88500	Lipoma NOS
88503	Liposarcoma NOS
88510	Fibrolipoma
88513	"Liposarcoma, well differentiated"
88520	Fibromyxolipoma
88523	Myxoid liposarcoma
88533	Round cell liposarcoma
88540	Pleomorphic lipoma
88543	Pleomorphic liposarcoma
88553	Mixed liposarcoma
88560	Intramuscular lipoma
88570	Spindle cell lipoma
88583	Dedifferentiated liposarcoma
88600	Angiomyolipoma
88610	Angiolipoma NOS
88700	Myelolipoma
88800	Hibernoma
88810	Lipoblastomatosis
88900	Leiomyoma NOS
88901	Leiomyomatosis NOS
88903	Leiomyosarcoma NOS
88910	Epithelioid leiomyoma
88913	Epithelioid leiomyosarcoma
88920	Cellular leiomyoma
88930	Bizarre leiomyoma
88940	Angiomyoma
88943	Angiomyosarcoma
88950	Myoma
88953	Myosarcoma
88963	Myxoid leiomyosarcoma
88971	Smooth muscle tumour NOS
89000	Rhabdomyoma NOS
89003	Rhabdomyosarcoma NOS
89013	Pleomorphic rhabdomyosarcoma
89023	Mixed type rhabdomyosarcoma
89030	Fetal rhabdomyoma
89040	Adult rhabdomyoma
89103	Embryonal rhabdomyosarcoma
89203	Alveolar rhabdomyosarcoma
89300	Endometrial stromal nodule
89303	Endometrial stromal sarcoma
89311	Endolymphatic stromal myosis
89320	Adenomyoma
89333	Adenosarcoma
89400	Pleomorphic adenoma
89403	"Mixed tumour, malignant NOS"
89413	Carcinoma in pleomorphic adenoma
89503	Müllerian mixed tumour
89513	Mesodermal mixed tumour
89601	Mesoblastic nephroma
89603	Nephroblastoma NOS
89633	Rhabdoid sarcoma
89643	Clear cell sarcoma of kidney
89703	Hepatoblastoma
89713	Pancreatoblastoma
89723	Pulmonary blastoma
89803	Carcinosarcoma NOS
89813	"Carcinosarcoma, embryonal"
89820	Myoepithelioma
89900	"Mesenchymoma, benign"
89901	Mesenchymoma NOS
89903	"Mesenchymoma, malignant"
89913	Embryonal sarcoma
90000	Brenner tumour NOS
90001	"Brenner tumour, borderline malignancy"
90003	"Brenner tumour, malignant"
90100	Fibroadenoma NOS
90110	Intracanalicular fibroadenoma
90120	Pericanalicular fibroadenoma
90130	Adenofibroma NOS
90140	Serous adenofibroma
90150	Mucinous adenofibroma
90160	Giant fibroadenoma
90200	"Phyllodes tumour, benign"
90201	Phyllodes tumour NOS
90203	"Phyllodes tumour, malignant"
90300	Juvenile fibroadenoma
90400	"Synovioma, benign"
90403	Synovial sarcoma NOS
90413	"Synovial sarcoma, spindle cell"
90423	"Synovial sarcoma, epithelioid cell"
90433	"Synovial sarcoma, biphasic"
90443	Clear cell sarcoma
90500	"Mesothelioma, benign"
90503	"Mesothelioma, malignant"
90510	"Fibrous mesothelioma, benign"
90513	"Fibrous mesothelioma, malignant"
90520	"Epithelioid mesothelioma, benign"
90523	"Epithelioid mesothelioma, malignant"
90530	"Mesothelioma, biphasic, benign"
90533	"Mesothelioma, biphasic, malignant"
90540	Adenomatoid tumour NOS
90551	Cystic mesothelioma
90603	Dysgerminoma
90613	Seminoma NOS
90623	"Seminoma, anaplastic"
90633	Spermatocytic seminoma
90643	Germinoma
90703	Embryonal carcinoma NOS
90713	Endodermal sinus tumour
90723	Polyembryoma
90731	Gonadoblastoma
90800	"Teratoma, benign"
90801	Teratoma NOS
90803	"Teratoma, malignant NOS"
90813	Teratocarcinoma
90823	"Malignant teratoma, undifferentiated"
90833	"Malignant teratoma, intermediate"
90840	Dermoid cyst NOS
90843	Teratoma with malignant transformation
90853	Mixed germ cell tumour
90900	Struma ovarii NOS
90903	"Struma ovarii, malignant"
90911	Strumal carcinoid
91000	Hydatidiform mole NOS
91001	Invasive hydatidiform mole
91003	Choriocarcinoma NOS
91013	Choriocarcinoma combined with other germ cell elements
91023	"Malignant teratoma, trophoblastic"
91030	Partial hydatidiform mole
91041	Placental site trophoblastic tumour
91100	"Mesonephroma, benign"
91101	Mesonephric tumour
91103	"Mesonephroma, malignant"
91200	Haemangioma NOS
91203	Haemangiosarcoma
91210	Cavernous haemangioma
91220	Venous haemangioma
91230	Racemose haemangioma
91243	Kupffer cell sarcoma
91250	Epithelioid haemangioma
91260	Histiocytoid haemangioma
91300	"Haemangioendothelioma, benign"
91301	Haemangioendothelioma NOS
91303	"Haemangioendothelioma, malignant"
91310	Capillary haemangioma
91320	Intramuscular haemangioma
91331	Epithelioid haemangioendothelioma NOS
91333	"Epithelioid haemangioendothelioma, malignant"
91341	Intravascular bronchial alveolar tumour
91403	Kaposi's sarcoma
91410	Angiokeratoma
91420	Verrucous keratotic haemangioma
91500	"Haemangiopericytoma, benign"
91501	Haemangiopericytoma NOS
91503	"Haemangiopericytoma, malignant"
91600	Angiofibroma NOS
91611	Haemangioblastoma
91700	Lymphangioma NOS
91703	Lymphangiosarcoma
91710	Capillary lymphangioma
91720	Cavernous lymphangioma
91730	Cystic lymphangioma
91740	Lymphangiomyoma
91741	Lymphangiomyomatosis
91750	Haemolymphangioma
91800	Osteoma NOS
91803	Osteosarcoma NOS
91813	Chondroblastic osteosarcoma
91823	Fibroblastic osteosarcoma
91833	Telangiectatic osteosarcoma
91843	Osteosarcoma in Paget's disease of bone
91853	Small cell osteosarcoma
91903	Juxtacortical osteosarcoma
91910	Osteoid osteoma NOS
92000	Osteoblastoma NOS
92001	Aggressive osteoblastoma
92100	Osteochondroma
92101	Osteochondromatosis NOS
92200	Chondroma NOS
92201	Chondromatosis NOS
92203	Chondrosarcoma NOS
92210	Juxtacortical chondroma
92213	Juxtacortical chondrosarcoma
92300	Chondroblastoma NOS
92303	"Chondroblastoma, malignant"
92313	Myxoid chondrosarcoma
92403	Mesenchymal chondrosarcoma
92410	Chondromyxoid fibroma
92501	Giant cell tumour of bone NOS
92503	"Giant cell tumour of bone, malignant"
92511	Giant cell tumour of soft parts NOS
92513	Malignant giant cell tumour of soft parts
92603	Ewing's sarcoma
92613	Adamantinoma of long bones
92620	Ossifying fibroma
92700	"Odontogenic tumour, benign"
92701	Odontogenic tumour NOS
92703	"Odontogenic tumour, malignant"
92710	Dentinoma
92720	Cementoma NOS
92730	"Cementoblastoma, benign"
92740	Cementifying fibroma
92750	Gigantiform cementoma
92800	Odontoma NOS
92810	Compound odontoma
92820	Complex odontoma
92900	Ameloblastic fibro-odontoma
92903	Ameloblastic odontosarcoma
93000	Adenomatoid odontogenic tumour
93010	Calcifying odontogenic cyst
93020	Odontogenic ghost cell tumour
93100	Ameloblastoma NOS
93103	"Ameloblastoma, malignant"
93110	Odontoameloblastoma
93120	Squamous odontogenic tumour
93200	Odontogenic myxoma
93210	Central odontogenic fibroma
93220	Peripheral odontogenic fibroma
93300	Ameloblastic fibroma
93303	Ameloblastic fibrosarcoma
93400	Calcifying epithelial odontogenic tumour
93501	Craniopharyngioma
93601	Pinealoma
93611	Pineocytoma
93623	Pineoblastoma
93630	Melanotic neuroectodermal tumour
93643	Peripheral neuroectodermal tumour
93703	Chordoma
93803	"Glioma, malignant"
93813	Gliomatosis cerebri
93823	Mixed glioma
93831	Subependymal glioma
93841	Subependymal giant cell astrocytoma
93900	Choroid plexus papilloma NOS
93903	"Choroid plexus papilloma, malignant"
93913	Ependymoma NOS
93923	"Ependymoma, anaplastic"
93931	Papillary ependymoma
93941	Myxopapillary ependymoma
94003	Astrocytoma NOS
94013	"Astrocytoma, anaplastic"
94103	Protoplasmic astrocytoma
94113	Gemistocytic astrocytoma
94203	Fibrillary astrocytoma
94213	Pilocytic astrocytoma
94223	Spongioblastoma NOS
94233	Spongioblastoma polare
94243	Pleomorphic xanthoastrocytoma
94303	Astroblastoma
94403	Glioblastoma NOS
94413	Giant cell glioblastoma
94423	Gliosarcoma
94433	Primitive polar spongioblastoma
94503	Oligodendroglioma NOS
94513	"Oligodendroglioma, anaplastic"
94603	Oligodendroblastoma
94703	Medulloblastoma NOS
94713	Desmoplastic medulloblastoma
94723	Medullomyoblastoma
94733	Primitive neuroectodermal tumour
94803	Cerebellar sarcoma NOS
94813	Monstrocellular sarcoma
94900	Ganglioneuroma
94903	Ganglioneuroblastoma
94910	Ganglioneuromatosis
95003	Neuroblastoma NOS
95013	Medulloepithelioma NOS
95023	Teratoid medulloepithelioma
95033	Neuroepithelioma NOS
95043	Spongioneuroblastoma
95051	Ganglioglioma
95060	Neurocytoma
95070	Pacinian tumour
95103	Retinoblastoma NOS
95113	"Retinoblastoma, differentiated"
95123	"Retinoblastoma, undifferentiated"
95203	Olfactory neurogenic tumour
95213	Esthesioneurocytoma
95223	Esthesioneuroblastoma
95233	Esthesioneuroepithelioma
95300	Meningioma NOS
95301	Meningiomatosis NOS
95303	"Meningioma, malignant"
95310	Meningotheliomatous meningioma
95320	Fibrous meningioma
95330	Psammomatous meningioma
95340	Angiomatous meningioma
95350	Haemangioblastic meningioma
95360	Haemangiopericytic meningioma
95370	Transitional meningioma
95381	Papillary meningioma
95393	Meningeal sarcomatosis
95400	Neurofibroma NOS
95401	Neurofibromatosis NOS
95403	Neurofibrosarcoma
95410	Melanotic neurofibroma
95500	Plexiform neurofibroma
95600	Neurilemmoma NOS
95601	Neurinomatosis
95603	"Neurilemmoma, malignant"
95613	"Triton tumour, malignant"
95620	Neurothekeoma
95700	Neuroma NOS
95800	Granular cell tumour NOS
95803	"Granular cell tumour, malignant"
95813	Alveolar soft part sarcoma
95903	Malignant lymphoma NOS
95913	"Malignant lymphoma, non-Hodgkin's NOS"
95933	Reticulosarcoma NOS
95943	Microglioma
95953	"Malignant lymphoma, diffuse NOS"
96503	Hodgkin's disease NOS
96523	"Hodgkin's disease, mixed cellularity NOS"
96533	"Hodgkin's disease, lymphocytic depletion NOS"
96543	"Hodgkin's disease, lymphocytic depletion, diffuse fibrosis"
96553	"Hodgkin's disease, lymphocytic depletion, reticular"
96573	"Hodgkin's disease, lymphocytic predominance NOS"
96583	"Hodgkin's disease, lymphocytic predominance, diffuse"
96593	"Hodgkin's disease, lymphocytic predominance, nodular"
96603	Hodgkin's paragranuloma NOS
96613	Hodgkin's granuloma
96623	Hodgkin's sarcoma
96633	"Hodgkin's disease, nodular sclerosis NOS"
96643	"Hodgkin's disease, nodular sclerosis, cellular phase"
96653	"Hodgkin's disease, nodular sclerosis, lymphocytic predominance"
96663	"Hodgkin's disease, nodular sclerosis, mixed cellularity"
96673	"Hodgkin's disease, nodular sclerosis, lymphocytic depletion"
96703	"Malignant lymphoma, small lymphocytic NOS"
96713	"Malignant lymphoma, lymphoplasmacytic"
96723	"Malignant lymphoma, small cleaved cell, diffuse"
96733	"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
96743	"Malignant lymphoma, centrocytic"
96753	"Malignant lymphoma, mixed small and large cell, diffuse"
96763	"Malignant lymphoma, centroblastic-centrocytic, diffuse"
96773	Malignant lymphomatous polyposis
96803	"Malignant lymphoma, large cell, diffuse NOS"
96813	"Malignant lymphoma, large cell, cleaved, diffuse"
96823	"Malignant lymphoma, large cell, noncleaved, diffuse"
96833	"Malignant lymphoma, centroblastic, diffuse"
96843	"Malignant lymphoma, immunoblastic NOS"
96853	"Malignant lymphoma, lymphoblastic"
96863	"Malignant lymphoma, small cell, noncleaved, diffuse"
96873	Burkitt's lymphoma NOS
96903	"Malignant lymphoma, follicular NOS"
96913	"Malignant lymphoma, mixed small cleaved and large cell, follicular"
96923	"Malignant lymphoma, centroblastic-centrocytic, follicular"
96933	"Malignant lymphoma, lymphocytic, well differentiated, nodular"
96943	"Malignant lymphoma, lymphocytic, intermediate differentiation, nodular"
96953	"Malignant lymphoma, small cleaved cell, follicular"
96963	"Malignant lymphoma, lymphocytic, poorly differentiated, nodular"
96973	"Malignant lymphoma, centroblastic, follicular"
96983	"Malignant lymphoma, large cell, follicular NOS"
97003	Mycosis fungoides
97013	Sézary's disease
97023	Peripheral T-cell lymphoma NOS
97053	"Peripheral T-cell lymphoma, AILD (angioimmunoblastic lymphadenopathy with dysproteinaemia)"
97063	"Peripheral T-cell lymphoma, pleomorphic small cell"
97073	"Peripheral T-cell lymphoma, pleomorphic medium and large cell"
97093	Cutaneous lymphoma
97113	Monocytoid B-cell lymphoma
97123	Angioendotheliomatosis
97133	Angiocentric T-cell lymphoma
97143	Large cell (Ki-1+) lymphoma
97203	Malignant histiocytosis
97223	Letterer-Siwe disease
97233	True histiocytic lymphoma
97313	Plasmacytoma NOS
97323	Multiple myeloma
97401	Mastocytoma NOS
97403	Mast cell sarcoma
97413	Malignant mastocytosis
97603	Immunoproliferative disease NOS
97613	Waldenström's macroglobulinaemia
97623	Alpha heavy chain disease
97633	Gamma heavy chain disease
97643	Immunoproliferative small intestinal disease
97651	Monoclonal gammopathy
97661	Angiocentric immunoproliferative lesion
97671	Angioimmunoblastic lymphadenopathy
97681	T-gamma lymphoproliferative disease
98003	Leukaemia NOS
98013	Acute leukaemia NOS
98023	Subacute leukaemia NOS
98033	Chronic leukaemia NOS
98043	Aleukaemic leukaemia NOS
98203	Lymphoid leukaemia NOS
98213	Acute lymphoblastic leukaemia NOS
98223	Subacute lymphoid leukaemia
98233	Chronic lymphocytic leukaemia
98243	Aleukaemic lymphoid leukaemia
98253	Prolymphocytic leukaemia
98263	Burkitt's cell leukaemia
98273	Adult T-cell leukaemia/lymphoma
98303	Plasma cell leukaemia
98403	Erythroleukaemia
98413	Acute erythraemia
98423	Chronic erythraemia
98503	Lymphosarcoma cell leukaemia
98603	Myeloid leukaemia NOS
98613	Acute myeloid leukaemia
98623	Subacute myeloid leukaemia
98633	Chronic myeloid leukaemia
98643	Aleukaemic myeloid leukaemia
98663	Acute promyelocytic leukaemia
98673	Acute myelomonocytic leukaemia
98683	Chronic myelomonocytic leukaemia
98703	Basophilic leukaemia
98803	Eosinophilic leukaemia
98903	Monocytic leukaemia NOS
98913	Acute monocytic leukaemia
98923	Subacute monocytic leukaemia
98933	Chronic monocytic leukaemia
98943	Aleukaemic monocytic leukaemia
99003	Mast cell leukaemia
99103	Acute megakaryoblastic leukaemia
99303	Myeloid sarcoma
99313	Acute panmyelosis
99323	Acute myelofibrosis
99403	Hairy cell leukaemia
99413	Leukaemic reticuloendotheliosis
99501	Polycythaemia vera
99601	Chronic myeloproliferative disease
99611	Myelosclerosis with myeloid metaplasia
99621	Idiopathic thrombocythaemia
99701	Lymphoproliferative disease NOS
99801	Refractory anaemia NOS
99811	Refractory anaemia without sideroblasts
99821	Refractory anaemia with sideroblasts
